age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Private,82823,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,2,0,1,United-States,0
3,Private,169818,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,2,United-States,1
4,Local-gov,382882,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,529104,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,3,United-States,0
2,Private,75227,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,2,United-States,1
3,Federal-gov,197038,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,0
2,Private,29393,HS-grad,9,Never-married,Craft-repair,Own-child,White,Female,0,0,2,United-States,0
3,Private,237258,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,1
1,Private,35917,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
2,Private,193689,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,1
1,Self-emp-inc,266639,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
0,,182590,10th,6,Never-married,,Not-in-family,White,Female,0,0,2,United-States,0
1,Self-emp-not-inc,167990,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,4,United-States,1
1,Self-emp-inc,281030,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
2,State-gov,195843,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2,0,2,United-States,0
2,Private,183800,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,0
2,Private,144778,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,1
2,Private,280570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,0
3,Self-emp-not-inc,145574,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,4,0,3,United-States,0
1,Private,198513,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,0
2,Private,69251,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,0
2,Private,35910,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,1
0,Private,249282,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,0
2,Private,359678,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,3,United-States,0
4,Self-emp-not-inc,187332,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,2,United-States,1
3,Private,114328,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,0
1,,173998,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,1,2,United-States,0
0,Private,308739,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
2,Private,255667,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
2,Private,188331,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,4,0,2,United-States,1
1,Private,200681,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,0
2,Private,454915,10th,6,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,0
4,Private,52386,Some-college,10,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,1,United-States,0
2,Private,242804,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
2,Private,170721,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
1,Private,179509,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
0,Private,172047,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,0,United-States,0
0,Private,169188,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
2,Private,416745,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
1,Private,248584,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,0
2,Private,210013,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
2,Private,110318,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,0
4,Private,266189,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,153021,12th,8,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,427686,10th,6,Divorced,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
2,Private,152529,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,1
4,Self-emp-not-inc,164065,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,0,United-States,0
3,Private,162238,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,1
2,Local-gov,185267,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,1
2,Private,175759,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,3,United-States,1
3,Private,118058,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,0
1,Private,34574,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
4,Private,170148,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
1,Private,394927,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,1
1,Private,198091,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,0
3,Federal-gov,168191,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,,0
2,Private,265083,5th-6th,3,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,1,Mexico,0
1,Private,194141,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,0
3,Private,349340,Preschool,1,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,India,0
3,Private,378747,10th,6,Separated,Transport-moving,Unmarried,Black,Male,0,0,2,United-States,1
0,Private,444554,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,0
2,,51795,HS-grad,9,Divorced,,Unmarried,Black,Female,0,0,1,United-States,0
1,,365739,Some-college,10,Never-married,,Own-child,White,Male,0,0,2,United-States,0
4,Private,149756,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,1
1,Private,329432,Masters,14,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Local-gov,257849,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,0
1,Private,81648,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,2,3,United-States,1
2,Private,84298,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,3,3,United-States,1
4,Self-emp-inc,24050,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,0
3,Self-emp-not-inc,175958,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
2,Federal-gov,365430,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,0
0,Private,352640,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,0
1,Private,274222,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,3,0,2,United-States,1
4,Private,199374,Masters,14,Widowed,Sales,Unmarried,White,Female,0,0,0,United-States,0
2,Private,183096,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
0,,210474,Some-college,10,Never-married,,Own-child,White,Female,0,0,0,United-States,0
2,Private,121468,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,1,United-States,0
0,Private,117833,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,2,2,United-States,0
3,Private,148995,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,1
1,Private,162604,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,2,United-States,0
2,Private,224998,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,3,2,United-States,1
4,Private,192845,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,1
1,Private,166350,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
3,Private,307440,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,1
2,Private,167955,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Poland,0
2,Private,353396,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,45093,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,0
1,Private,166210,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,3,United-States,0
3,Self-emp-inc,108435,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,1
2,Federal-gov,95902,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,2,United-States,0
1,Self-emp-not-inc,166961,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,1
3,Local-gov,102076,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,0
2,Local-gov,272792,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,3,United-States,1
0,,140590,12th,8,Never-married,,Own-child,Black,Male,0,0,1,United-States,0
1,Private,183801,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,3,2,United-States,1
0,Private,507492,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,Guatemala,0
1,Private,42881,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,1
4,Self-emp-not-inc,219220,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,2,United-States,0
3,Self-emp-not-inc,370119,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4,0,3,United-States,1
0,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,3,Mexico,0
1,Private,104620,Masters,14,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,0,United-States,0
0,Private,163870,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,2,,0
2,Private,86643,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,0
1,State-gov,34104,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,1
2,Private,206878,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,3,United-States,0
4,,265201,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,0
1,Private,402771,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,0
0,,455665,HS-grad,9,Never-married,,Own-child,White,Male,0,0,2,United-States,0
4,Private,226422,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
1,Private,88215,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,2,China,1
2,Private,303725,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,0
3,Private,200618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,0
4,Self-emp-inc,119182,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,Greece,0
3,Private,285335,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,1
3,Self-emp-not-inc,32372,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,4,United-States,0
3,Private,200471,11th,7,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,0
4,Private,156774,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
1,Private,263614,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
4,Private,345339,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
1,Private,153475,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,El-Salvador,0
3,Private,295566,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,4,0,4,United-States,1
0,Private,86872,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
1,Private,331861,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,478380,11th,7,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,0
0,Private,425816,Some-college,10,Never-married,Sales,Unmarried,Black,Female,0,0,2,United-States,0
1,Private,299507,Assoc-acdm,12,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,0
3,Private,223127,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,0
1,Private,50053,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,0
1,Self-emp-inc,289886,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,2,Vietnam,0
1,Private,174215,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,1,United-States,0
3,Private,156926,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,1
3,Private,51008,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Federal-gov,344073,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,1,3,United-States,0
0,Private,251915,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,0
0,Private,228424,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,2,United-States,0
1,Private,271162,11th,7,Never-married,Exec-managerial,Own-child,White,Male,0,0,2,United-States,0
4,,52750,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,0
2,Private,165304,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,Greece,0
2,Private,174343,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
3,Self-emp-inc,239321,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,1
0,Private,258298,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,0
0,Private,38444,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
3,Private,117299,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3,0,2,United-States,1
1,Self-emp-not-inc,350247,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,1
1,Private,168906,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,154835,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,2,Vietnam,0
1,Private,268996,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,370509,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,1
0,Private,211013,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,2,United-States,0
1,Private,280618,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,0
2,Private,310255,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,0
0,Private,38251,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,,64785,10th,6,Never-married,,Own-child,White,Male,0,0,1,United-States,0
3,State-gov,207120,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,1
4,,319121,11th,7,Separated,,Not-in-family,Black,Male,0,0,2,United-States,0
1,Private,185127,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,0
1,Private,161087,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,2,Jamaica,0
0,Private,191260,11th,7,Never-married,Other-service,Own-child,White,Male,1,0,0,United-States,0
1,Private,347166,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,2,0,2,United-States,0
1,Private,265509,Assoc-voc,11,Separated,Tech-support,Unmarried,Black,Female,0,0,1,United-States,0
2,Private,162189,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1,0,2,Peru,0
4,Self-emp-not-inc,39610,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,0
0,Private,34616,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,222993,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,0
0,Private,99199,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,3,United-States,0
0,Local-gov,254127,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,3,United-States,0
3,State-gov,111163,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
1,Private,240888,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,0
0,Private,284317,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
0,Private,291979,HS-grad,9,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,0,United-States,0
4,Private,20953,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,3,2,United-States,1
1,Private,394927,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,0
2,Local-gov,249392,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,0
0,Private,529223,Bachelors,13,Never-married,Sales,Own-child,Black,Male,0,0,0,United-States,0
4,,229016,HS-grad,9,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States,0
3,Private,102585,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,0
2,Local-gov,144322,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,0
1,Local-gov,192944,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,0
3,Private,168621,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,0
2,Self-emp-not-inc,103474,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,110677,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,1,United-States,0
2,Self-emp-not-inc,27242,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,0
4,Private,209438,Some-college,10,Divorced,Other-service,Unmarried,Black,Female,0,0,2,United-States,0
0,Private,320294,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,0
